track_name,artist(s)_name,released_year,released_month,released_day,streams,danceability_%,valence_%,energy_%,acousticness_%,liveness_%,speechiness_%,album_art_url
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2019,6,28,236872197,68,33,43,38,36,14,https://i.scdn.co/image/ab67616d0000b2732186eb1b0b5436f858c0508c
First Class,Jack Harlow,2022,4,8,694525298,91,32,56,3,11,10,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb
Plan A,Paulo Londra,2022,3,23,240661097,58,56,83,5,7,4,https://i.scdn.co/image/ab67616d0000b273ccccd9b321e9b4446ae22cc5
Fuera del mercado,Danny Ocean,2022,2,17,421365166,45,27,67,32,13,14,https://i.scdn.co/image/ab67616d0000b273be462dd5903fb27996331b48
X   LTIMA,"Daddy Yankee, Bad Bunny",2022,3,25,349746291,81,59,83,9,11,5,
When You're Gone,Shawn Mendes,2022,3,31,255120451,60,58,69,2,58,4,https://i.scdn.co/image/ab67616d0000b273dad0775943c1a826bfed3117
In My Head,Lil Tjay,2022,4,1,190981339,68,41,55,16,10,12,https://i.scdn.co/image/ab67616d0000b2731e6a9d4ce04b67a455ed6b8c
Wait a Minute!,Willow,2015,1,11,924193303,76,63,71,3,10,3,https://i.scdn.co/image/ab67616d0000b2736ee651e65c3766d80e7fcab7
LOVE DIVE,IVE,2022,4,5,305771063,70,54,71,0,33,4,https://i.scdn.co/image/ab67616d0000b2739016f58cc49e6473e1207093
Pantysito,"Feid, Alejo, Robi",2022,3,18,273005485,83,63,74,14,16,6,
Chance,Paulo Londra,2022,4,6,89566512,72,22,46,24,9,6,https://i.scdn.co/image/ab67616d0000b273274a28ec692ca28a73da1288
Cool for the Summer,Demi Lovato,2015,1,1,677389855,59,30,62,1,8,4,https://i.scdn.co/image/ab67616d0000b273ed164cf1c10f028e8f528784
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2022,4,7,75476209,63,45,64,34,9,8,https://i.scdn.co/image/ab67616d0000b27317f56db9be0ac58807c82899
Angel Baby,Troye Sivan,2021,9,9,408843328,56,41,57,1,13,3,https://i.scdn.co/image/ab67616d0000b2735cf05521594fbf41d2a48893
Vampiro,"Matu  , Wiu, ",2022,1,30,187772591,78,63,64,1,7,4,
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",2022,3,31,178512385,79,48,84,13,21,23,
Right On,Lil Baby,2022,4,8,101780047,70,22,61,2,10,34,https://i.scdn.co/image/ab67616d0000b2736c6827c3fb94b95e5ff4a4aa
Me Arrepent,"Ak4:20, Cris Mj, Pailita",2022,3,30,118381354,86,91,79,29,60,16,https://i.scdn.co/image/ab67616d0000b273b0a3a7b69e470141becfdf8d
That's Hilarious,Charlie Puth,2022,4,8,146363130,71,55,44,74,11,6,https://i.scdn.co/image/ab67616d0000b273a3b39c1651a617bb09800fd8
Soy El Unico,Yahritza Y Su Esencia,2022,3,25,126443991,71,63,45,45,11,3,https://i.scdn.co/image/ab67616d0000b273ab621620bbfb20009cdc855e
RUMBAT ,Daddy Yankee,2022,3,25,157990698,69,90,91,6,35,4,https://i.scdn.co/image/ab67616d0000b27342b84b2b0aa47bc162b29522
sentaDONA (Remix) s2,"Lu  sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",2022,3,17,176290831,93,77,45,25,13,27,
Falling,Harry Styles,2019,12,13,1023187129,57,6,27,84,9,3,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
Sigue,"Ed Sheeran, J Balvin",1996,11,24,106933107,89,59,64,5,19,7,
Fim de Semana no Rio,teto,2022,3,30,139193812,87,28,50,12,10,10,https://i.scdn.co/image/ab67616d0000b273acb087ed5213035b71ef7a80
MANIAC,Stray Kids,2022,3,18,212234990,58,71,80,15,7,41,https://i.scdn.co/image/ab67616d0000b2733613e1e0d35867a0814005a9
There's Nothing Holdin' Me Back,Shawn Mendes,2016,9,23,1714490998,86,97,80,36,9,6,https://i.scdn.co/image/ab67616d0000b273ea3ef7697cfd5705b8f47521
IDGAF (with blackbear),"Blackbear, BoyWithUke",2022,3,18,197643795,78,83,75,41,27,8,
Golden,Harry Styles,2019,12,13,807015863,45,25,84,21,13,6,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",2013,1,1,933815613,79,87,81,4,10,4,
Ain't Shit,Doja Cat,2021,6,25,499710590,86,62,49,51,35,21,
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixar   s Turning Red), Topher Ngo, Grayson Vill",2022,2,25,120847157,91,73,72,13,9,15,
Still Life,BIGBANG,2022,4,5,53909146,68,24,58,44,6,3,https://i.scdn.co/image/ab67616d0000b273eb136d1be54b1ef8273c0699
Photograph,Ed Sheeran,2014,6,20,2236667932,61,20,38,61,10,5,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd
Love Yourself,Justin Bieber,2015,11,9,2123309722,61,53,38,84,28,44,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de
N95,Kendrick Lamar,2022,5,13,301242089,81,39,66,38,12,14,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
About Damn Time,Lizzo,2022,4,14,723894473,84,72,74,10,34,7,https://i.scdn.co/image/ab67616d0000b273b817e721691aff3d67f26c04
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",2022,5,13,237351106,78,40,74,36,17,27,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
Despu  s de la P,Bad Bunny,2022,5,6,461558540,56,61,90,36,18,31,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
Un Ratito,Bad Bunny,2022,5,6,417230415,79,22,55,31,12,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
United In Grief,Kendrick Lamar,2022,5,13,156898322,52,32,83,24,17,43,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2022,5,13,127309180,55,50,78,19,11,35,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
Yo No Soy Celoso,Bad Bunny,2022,5,6,313113297,87,93,59,28,17,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
Rich Spirit,Kendrick Lamar,2022,5,13,173702135,85,41,43,39,12,21,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2022,5,12,271666301,50,39,78,4,11,33,https://i.scdn.co/image/ab67616d0000b27334362676667a4322838ccc97
Me Fui de Vacaciones,Bad Bunny,2022,5,6,305650299,71,43,65,23,9,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
Silent Hill,"Kendrick Lamar, Kodak Black",2022,5,13,123216717,92,78,57,46,14,9,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
La Corriente,"Tony Dize, Bad Bunny",2022,5,6,479655659,66,58,79,23,22,20,
Count Me Out,Kendrick Lamar,2022,5,13,126191104,78,51,43,69,14,9,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
Andrea,"Buscabulla, Bad Bunny",2022,5,6,344055883,80,45,62,76,10,38,
Dos Mil 16,Bad Bunny,2022,5,6,338422004,82,50,67,12,13,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
We Cry Together,"Kendrick Lamar, Taylour Paige",2022,5,13,68895644,65,52,69,31,8,36,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",2022,5,13,86176890,61,66,71,53,32,46,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
Un Coco,Bad Bunny,2022,5,6,403231558,84,74,69,21,18,6,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
Otro Atardecer,"Bad Bunny, The Mar ",2022,5,6,319546754,78,55,60,59,7,4,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
Worldwide Steppers,Kendrick Lamar,2022,5,13,61739839,56,56,47,76,8,36,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
Aguacero,Bad Bunny,2022,5,6,283359161,86,67,65,42,35,7,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",2022,5,13,76831876,57,71,82,19,15,29,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
Un Verano Sin Ti,Bad Bunny,2022,5,6,283332261,50,41,50,69,12,6,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
ULTRA SOLO,"Polima WestCoast, Pailita",2022,2,14,307752576,80,26,85,23,11,21,https://i.scdn.co/image/ab67616d0000b27353f35bf4da7e552b28d409dd
Ens    ame ,Bad Bunny,2022,5,6,279737940,81,77,79,19,47,8,
El Apag ,Bad Bunny,2022,5,6,212351890,63,60,70,5,9,31,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
Callaita,"Bad Bunny, Tainy",2019,5,31,1304313953,61,24,62,60,24,31,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
Dua Lipa,Jack Harlow,2022,5,6,150500965,83,41,65,0,11,8,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb
Agosto,Bad Bunny,2022,5,6,246127838,85,72,58,9,49,12,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
House Of Memories,Panic! At The Disco,2016,1,15,582863434,51,48,82,0,5,3,https://i.scdn.co/image/ab67616d0000b27323152d9337d6c57b116ed13a
Mr. Morale,"Kendrick Lamar, Tanna Leone",2022,5,13,58687425,73,26,54,30,34,32,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2022,4,29,212109195,91,91,96,3,3,9,
In The Stars,Benson Boone,2022,4,29,382199619,36,30,54,34,14,5,https://i.scdn.co/image/ab67616d0000b273786e4e2c43c2897fafabbfb6
Rich - Interlude,Kendrick Lamar,2022,5,13,41210087,44,74,42,88,9,9,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
SUPERMODEL,M  ne,2022,5,13,231657891,64,80,88,0,12,6,https://i.scdn.co/image/ab67616d0000b273c21ebe558c3231c72cb9281f
Stefania (Kalush Orchestra),KALUSH,2022,3,10,53729194,83,32,82,14,12,4,https://i.scdn.co/image/ab67616d0000b2739e9968776683d0a7099e2930
Thousand Miles,The Kid Laroi,2022,4,22,244741137,38,20,66,9,9,8,https://i.scdn.co/image/ab67616d0000b27386322307ddfb6e9c87b82d39
Crown,Kendrick Lamar,2022,5,13,42485571,37,14,24,80,11,4,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
Auntie Diaries,Kendrick Lamar,2022,5,13,37778188,43,60,38,76,48,38,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
PUFFIN ON ZOOTIEZ,Future,2022,4,29,254218729,88,28,66,6,13,31,https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214
Mirror,Kendrick Lamar,2022,5,13,53603447,66,29,65,23,8,7,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
Beautiful Girl,Luciano,2022,4,22,160035717,84,61,42,31,9,9,https://i.scdn.co/image/ab67616d0000b27348064ef6df8fad8a52219c32
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2022,4,25,164163229,61,32,90,25,10,9,https://i.scdn.co/image/ab67616d0000b27342f5c9660f46df77e7ab71be
Savior - Interlude,Kendrick Lamar,2022,5,13,37091576,66,83,43,84,19,19,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
Pasoori,"Shae Gill, Ali Sethi",2022,2,6,284249832,71,67,60,7,6,4,https://i.scdn.co/image/ab67616d0000b2733f3d35703bdcd917dad51c4f
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2022,5,13,33381454,49,50,37,87,11,35,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
TUS L  GR,"Sech, Mora",2022,4,1,184622518,68,45,71,18,11,25,
Where Did You Go?,"MNEK, Jax Jones",2022,1,26,300983101,77,53,78,19,29,4,
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2022,5,6,121077868,71,37,52,62,11,36,
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2022,4,29,106919680,82,82,66,13,11,6,https://i.scdn.co/image/ab67616d0000b27377f7f8553ace10f4d9347872
ZOOM,Jessi,2022,4,13,136996305,87,46,60,1,13,16,https://i.scdn.co/image/ab67616d0000b273c4197378ef8cb88888716bca
SloMo,Chanel,2021,12,24,65719930,73,59,81,13,9,6,https://i.scdn.co/image/ab67616d0000b2730e730d9604a6f5c65d7e9c94
FEARLESS,LE SSERAFIM,2022,5,2,229497852,86,43,62,5,13,14,https://i.scdn.co/image/ab67616d0000b273d71fd77b89d08bc1bda219c7
10 Things I Hate About You,Leah Kate,2022,3,23,185550869,54,45,79,1,17,5,https://i.scdn.co/image/ab67616d0000b2732f35152ea0744bab4fafac46
SPACE MAN,Sam Ryder,2022,2,22,54682594,47,33,83,18,10,5,https://i.scdn.co/image/ab67616d0000b273b406a48f0b5f4485044dd279
With you,"HA SUNG WOON, Jimin",2022,4,24,240580042,53,14,43,64,13,3,
Iris,The Goo Goo Dolls,1998,3,31,1284942608,32,49,72,0,9,4,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca
The Heart Part 5,Kendrick Lamar,2022,5,8,71423324,76,79,81,18,6,34,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
San Lucas,Kevin Kaarl,2019,11,7,244891912,58,27,36,86,9,3,https://i.scdn.co/image/ab67616d0000b2733e4b5368bf7ad20f19cc4812
This Love (Taylor   s Ve,Taylor Swift,2022,5,6,132171975,47,7,50,32,7,4,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac
Good Looking,Suki Waterhouse,2017,10,20,184706613,37,27,56,8,13,3,https://i.scdn.co/image/ab67616d0000b27343bff43a592efe047d2ab9ff
Flowers,Lauren Spencer Smith,2021,8,9,184826429,70,31,44,84,9,39,https://i.scdn.co/image/ab67616d0000b273295d21d0987dcc3d88b4e993
Yet To Come,BTS,2022,6,10,302006641,56,68,89,4,33,19,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49
Run BTS,BTS,2022,6,10,330881149,72,70,82,2,4,17,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49
Music For a Sushi Restaurant,Harry Styles,2022,5,20,334733572,72,36,72,26,11,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
Matilda,Harry Styles,2022,5,20,366214458,51,39,29,90,10,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
For Youth,BTS,2022,6,10,114546317,63,29,51,43,25,4,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49
Daylight,Harry Styles,2022,5,20,290833204,69,63,45,48,18,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,2022,5,6,448500832,80,74,60,8,14,26,https://i.scdn.co/image/ab67616d0000b273cada88daf56a282fb18ecf7f
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",2022,6,10,136676504,88,15,56,1,8,6,https://i.scdn.co/image/ab67616d0000b2738f0df54fd6043164d7c07ae3
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",2022,5,27,190625045,82,76,70,16,8,5,https://i.scdn.co/image/ab67616d0000b273210dbb988be90592f4e0a4bd
Born Singer,BTS,2022,6,10,79095270,60,68,84,4,24,11,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49
Little Freak,Harry Styles,2022,5,20,273194684,56,40,54,72,10,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
La Llevo Al Cielo (Ft.   engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",2022,5,20,333146475,80,77,85,11,17,14,
True Love,"Kanye West, XXXTENTACION",2022,5,27,194902696,71,39,86,2,51,25,https://i.scdn.co/image/ab67616d0000b273f52f6a4706fea3bde44467c3
Satellite,Harry Styles,2022,5,20,311482393,58,30,46,14,9,3,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
Pass The Dutchie,Musical Youth,1982,1,1,195918494,73,88,67,20,32,5,https://i.scdn.co/image/ab67616d0000b27392a9d95df51a8d84f90166a6
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2022,6,8,248511839,82,42,75,6,63,6,https://i.scdn.co/image/ab67616d0000b273ab7954fdffcef5bb8e052f28
Love Of My Life,Harry Styles,2022,5,20,233671263,56,20,54,67,6,5,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
Grapejuice,Harry Styles,2022,5,20,199587884,65,88,72,36,20,3,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
So Good,Halsey,2022,6,9,91781263,63,29,62,4,18,4,https://i.scdn.co/image/ab67616d0000b27339e6616a499bc092f469cae0
Belly Dancer,"BYOR, Imanbek",2022,2,18,383835984,85,42,80,6,17,14,
Keep Driving,Harry Styles,2022,5,20,236060709,72,90,48,32,18,23,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
Cinema,Harry Styles,2022,5,20,189236868,83,90,64,35,9,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2022,5,25,160845341,81,68,58,83,11,34,https://i.scdn.co/image/ab67616d0000b273e44e304f52a82a3463ce5761
Only Love Can Hurt Like This,Paloma Faith,2014,1,1,588955257,57,30,89,10,33,8,https://i.scdn.co/image/ab67616d0000b273c4576f635253db511bb43789
Hold My Hand,Lady Gaga,2022,5,3,238350348,51,21,63,5,41,3,https://i.scdn.co/image/ab67616d0000b273b7e7edfee5626b7b1f15192a
Daydreaming,Harry Styles,2022,5,20,187703102,71,90,81,31,13,3,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
Numb,"Marshmello, Khalid",2022,6,10,295307001,91,63,77,12,10,5,https://i.scdn.co/image/ab67616d0000b2732ff34dbc50313f8cea7b5db5
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2022,6,2,138334433,83,56,82,10,9,5,
Me and Your Mama,Childish Gambino,2016,11,10,445590495,56,25,45,1,7,3,https://i.scdn.co/image/ab67616d0000b2737582716b3666a5235d5af4ea
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",2022,3,18,286739476,60,46,71,3,16,4,https://i.scdn.co/image/ab67616d0000b273869e8a7c9d4c23bcd6eac815
SLOW DANCING IN THE DARK,Joji,2018,9,12,1122364376,52,28,48,54,19,3,https://i.scdn.co/image/ab67616d0000b27360ba1d6104d0475c7555a6b2
Antes de Perderte,Duki,2022,6,2,157136970,81,61,93,49,12,11,https://i.scdn.co/image/ab67616d0000b273e63232b00577a053120ca08f
Boyfriends,Harry Styles,2022,5,20,137070925,42,32,20,94,11,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
295,Sidhu Moose Wala,2021,5,15,183273246,68,54,76,21,11,20,https://i.scdn.co/image/ab67616d0000b2731d1cc2e40d533d7bcebf5dae
Tak Ingin Usai,Keisya Levronka,2022,5,13,184807630,49,14,40,82,11,3,https://i.scdn.co/image/ab67616d0000b273d640e180e7cb9909fc3d4092
En El Radio Un Cochinero,Victor Cibrian,2022,5,13,164856284,70,97,62,47,10,4,https://i.scdn.co/image/ab67616d0000b273665cfd5826ac132eb42262d3
Master of Puppets (Remastered),Metallica,1986,3,3,704171068,54,59,83,0,20,4,https://i.scdn.co/image/ab67616d0000b273cad4832cb7b5844343278daa
BREAK MY SOUL,Beyonc,2022,6,21,354614964,70,87,88,4,26,8,https://i.scdn.co/image/ab67616d0000b2730e58a0f8308c1ad403d105e7
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",2022,6,16,279717388,91,59,82,8,6,8,
Massive,Drake,2022,6,17,195628667,51,5,68,12,15,6,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37
Betty (Get Money),Yung Gravy,2022,6,10,221752937,73,62,75,0,34,8,https://i.scdn.co/image/ab67616d0000b273633674a4e5072dabf5173069
Ojos Marrones,Lasso,2022,2,6,263280370,81,72,65,4,14,4,https://i.scdn.co/image/ab67616d0000b2738e3d95a57c2be60c96dee4b8
POP!,Nayeon,2022,6,24,213505179,80,36,86,4,3,5,https://i.scdn.co/image/ab67616d0000b2735fb4a9cfbeb3b7beb337ed02
Layla,"Sch  rze, DJ R",2022,3,24,130419412,44,41,92,0,44,7,
MORE,j-hope,2022,7,1,155795783,78,31,72,1,11,4,https://i.scdn.co/image/ab67616d0000b273ce5bba40b16f887e0461c6e2
Sweet Child O' Mine,Guns N' Roses,1987,1,1,1553497987,45,67,90,9,10,5,https://i.scdn.co/image/ab67616d0000b27321ebf49b3292c3f0f575f0f5
Last Last,Burna Boy,2022,5,12,293466523,80,55,56,13,8,9,https://i.scdn.co/image/ab67616d0000b27312ebde47882280b814275600
SNAP,Rosa Linn,2022,3,19,711366595,56,52,64,11,45,7,https://i.scdn.co/image/ab67616d0000b2731391b1fdb63da53e5b112224
Sticky,Drake,2022,6,17,191448892,88,8,49,9,9,14,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",2022,7,1,85924992,88,52,69,0,8,23,
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",2022,6,3,176103902,95,83,57,54,10,25,https://i.scdn.co/image/ab67616d0000b27302c3ff07d407f3e30c395243
La Loto,"Anitta, Tini, Becky G",2022,7,6,121189256,85,80,83,10,8,11,
die first,Nessa Barrett,2022,6,24,131746175,44,44,67,7,12,13,https://i.scdn.co/image/ab67616d0000b273fe6b11174f7eaddd74e870e0
Afraid To Feel,LF System,2022,5,2,244790012,58,68,91,2,27,11,https://i.scdn.co/image/ab67616d0000b273ced808ef1567eaf901041438
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",2022,6,10,129314708,71,78,40,46,7,45,https://i.scdn.co/image/ab67616d0000b27352cf91ed2a3ed757c6faaa8a
c  mo dormi,Rels B,2022,8,4,331511413,63,56,43,24,12,23,
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",2022,8,5,219196651,77,94,87,2,23,12,
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",2022,8,5,170732845,72,18,46,7,28,8,
Caile,Luar La L,2020,12,18,273914335,70,46,76,30,9,45,https://i.scdn.co/image/ab67616d0000b27305c2cc3e87e9aa15d9db3dd9
Si Te La Encuentras Por Ah,Feid,2022,8,5,179061440,74,46,58,15,13,8,https://i.scdn.co/image/ab67616d0000b27373456ed697350847810e52b3
GIVENCHY,Duki,2022,7,20,185236961,61,38,62,14,23,40,https://i.scdn.co/image/ab67616d0000b273e63232b00577a053120ca08f
ALIEN SUPERSTAR,Beyonc,2022,7,29,171788484,55,46,64,0,17,10,https://i.scdn.co/image/ab67616d0000b2730e58a0f8308c1ad403d105e7
Mary On A Cross,Ghost,2019,9,13,387080183,47,56,90,0,10,4,https://i.scdn.co/image/ab67616d0000b273bef9b0a348ea8dd18a581025
Attention,NewJeans,2022,8,1,264717480,81,70,65,24,8,4,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209
THE SHADE,Rex Orange County,2022,3,11,244928911,90,73,51,39,9,6,https://i.scdn.co/image/ab67616d0000b2735b656d32ea6b0b9c54c2d2e0
"Come Back Home - From ""Purple Hearts""",Sofia Carson,2022,7,12,97610446,56,43,53,24,12,4,https://i.scdn.co/image/ab67616d0000b2732e2f85daaa325e13b262afad
El Rescate,"Grupo Marca Registrada, Junior H",2022,7,22,287278853,79,64,59,28,11,14,https://i.scdn.co/image/ab67616d0000b273bae22025cf282ad72b167e79
Heartless,Kanye West,2008,1,1,887906111,79,66,65,5,25,14,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",2022,7,15,123473120,81,90,73,28,29,4,https://i.scdn.co/image/ab67616d0000b2739b93a80dbfd3d789065d7b67
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2022,8,15,295152154,77,71,75,33,13,4,https://i.scdn.co/image/ab67616d0000b273093a2563368d844b2a91306f
JGL,"Luis R Conriquez, La Adictiva",2022,2,18,323455692,70,97,59,55,27,12,
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",2022,6,16,240918092,82,49,88,20,21,3,
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",2022,5,20,191873381,77,74,74,47,34,8,
Hold Me Closer,"Elton John, Britney Spears",2017,11,10,284216603,67,49,77,11,19,11,https://i.scdn.co/image/ab67616d0000b2735d872e7b0c1ba964541f07e8
Forget Me,Lewis Capaldi,2022,9,9,239411309,67,72,74,30,36,4,https://i.scdn.co/image/ab67616d0000b2737cdf9838412bb52df6e9a952
After LIKE,IVE,2022,8,22,265548837,68,80,92,10,9,12,https://i.scdn.co/image/ab67616d0000b27387f53da5fb4ab1171766b2d5
Bound 2,Kanye West,2013,1,1,703301727,37,28,66,14,9,5,https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2022,6,15,244585109,74,71,89,24,15,5,
Talk that Talk,TWICE,2022,8,26,189476119,77,78,91,14,33,12,https://i.scdn.co/image/ab67616d0000b273c3040848e6ef0e132c5c8340
BILLIE EILISH.,Armani White,2022,1,20,277132266,90,75,50,11,9,26,https://i.scdn.co/image/ab67616d0000b2734f8799f23432ad98d522f0ec
Ferxxo 100,Feid,2022,6,3,278920007,70,58,57,25,15,7,https://i.scdn.co/image/ab67616d0000b27373456ed697350847810e52b3
KU LO SA - A COLORS SHOW,Oxlade,2022,6,10,222410722,65,79,66,31,22,7,https://i.scdn.co/image/ab67616d0000b273948cc9446ba50ec454e6804f
Prohibidox,Feid,2022,9,13,185392587,65,52,80,5,6,25,https://i.scdn.co/image/ab67616d0000b27373456ed697350847810e52b3
Static,Steve Lacy,2022,7,15,202452860,34,22,31,43,10,7,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee
The Scientist,Coldplay,2002,8,5,1608164312,56,21,44,73,11,2,https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82
Sparks,Coldplay,2000,7,10,624101957,37,17,27,75,10,3,https://i.scdn.co/image/ab67616d0000b2733d92b2ad5af9fbc8637425f0
Talk,YEAT,2022,9,2,148461629,70,26,76,8,54,23,https://i.scdn.co/image/ab67616d0000b2737aee5b36a3a60ca926bc429b
XQ Te Pones As,"Yandel, Feid",2022,9,13,47093942,81,48,70,13,15,7,
