track_name,artist(s)_name,released_year,released_month,released_day,streams,danceability_%,valence_%,energy_%,acousticness_%,liveness_%,speechiness_%,album_art_url
Fin de Semana,"Oscar Maydon, Junior H",2023,1,13,307370144,70,37,54,6,9,8,https://i.scdn.co/image/ab67616d0000b2739b7e1ea3815a172019bc5e56
Creep,Radiohead,1992,9,21,1271293243,53,12,34,1,12,4,https://i.scdn.co/image/ab67616d0000b273df55e326ed144ab4f5cecf95
Car's Outside,James Arthur,2019,10,18,265882712,34,24,56,4,11,3,https://i.scdn.co/image/ab67616d0000b273dc16d839ab77c64bdbeb3660
Apocalypse,Cigarettes After Sex,2017,3,21,841749534,37,17,47,2,11,3,https://i.scdn.co/image/ab67616d0000b27312b69bf576f5e80291f75161
Cheques,Shubh,2023,5,19,47956378,74,36,63,26,27,5,https://i.scdn.co/image/ab67616d0000b2731a8c4618eda885a406958dd0
Pink + White,Frank Ocean,2016,8,20,806397070,54,54,55,67,42,11,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526
Circles,Post Malone,2019,8,30,2132335812,70,59,75,24,9,4,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02
Just The Way You Are,Bruno Mars,2010,1,1,1641426668,63,46,85,1,9,5,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b
Take Me To Church,Hozier,2013,9,13,2135158446,57,41,66,63,12,5,https://i.scdn.co/image/ab67616d0000b2734ca68d59a4a29c856a4a39c2
Bebe Dame,"Fuerza Regida, Grupo Frontera",2022,12,16,367316268,54,75,60,30,7,5,https://i.scdn.co/image/ab67616d0000b2735f3aef5159749e4b61686670
You Belong With Me (Taylor   s Ve,Taylor Swift,2021,4,9,350381515,63,49,73,5,9,3,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de
Titi Me Pregunt,Bad Bunny,2022,5,6,1264310836,65,19,72,10,13,25,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
Better Than Revenge (Taylor's Version),Taylor Swift,2023,7,7,30343206,50,67,89,0,19,8,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
Shut up My Moms Calling,Hotel Ugly,2020,2,10,405136812,48,37,41,32,10,10,https://i.scdn.co/image/ab67616d0000b273350ab7a839c04bfd5225a9f5
Have You Ever Seen The Rain?,Creedence Clearwater Revival,1968,7,1,1145727611,74,76,70,7,13,3,https://i.scdn.co/image/ab67616d0000b27351f311c2fb06ad2789e3ff91
Es un Secreto,Plan B,2010,7,20,540654286,84,52,77,12,7,4,https://i.scdn.co/image/ab67616d0000b273913ef74e0272d688c512200b
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",2023,6,8,57312735,62,55,80,15,37,7,
Ditto,NewJeans,2022,12,19,397582059,81,18,64,3,10,11,https://i.scdn.co/image/ab67616d0000b273edf5b257be1d6593e81bb45f
Take On Me,a-ha,1984,10,19,1479115056,57,86,90,2,9,5,https://i.scdn.co/image/ab67616d0000b273e8dd4db47e7177c63b0b7d53
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",2023,6,2,86773632,61,20,48,21,12,6,
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",2023,5,1,133753727,53,24,67,11,10,28,https://i.scdn.co/image/ab67616d0000b273445afb6341d2685b959251cc
Acr  s,Shakira,2023,5,11,123124076,75,35,48,84,10,12,https://i.scdn.co/image/ab67616d0000b273bd6bbd68940f38c764524b63
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",2022,11,24,463564958,77,79,73,15,27,10,https://i.scdn.co/image/ab67616d0000b273fbf10e7799f39fbcd301e55a
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",2023,5,15,64533040,56,53,55,53,12,4,
S-Class,Stray Kids,2023,6,2,65496046,89,67,78,9,7,33,https://i.scdn.co/image/ab67616d0000b273e27ba26bc14a563bf3d09882
Hits Different,Taylor Swift,2023,5,26,68616963,67,24,78,15,30,4,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0
Chanel,"Becky G, Peso Pluma",2023,3,30,161460990,85,53,68,40,9,4,https://i.scdn.co/image/ab67616d0000b273c3bb167f0e78b15e5588c296
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2023,6,2,70106975,78,5,30,21,13,5,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f
Area Codes,"Kaliii, Kaliii",2023,3,17,113509496,82,51,39,2,9,49,https://i.scdn.co/image/ab67616d0000b2733eecc265c134153c14794aab
Abcdario,"Junior H, Eden Mu ",2023,5,13,89933133,70,42,43,78,11,3,
Obsessed,"Abhijay Sharma, Riar Saab",2022,9,29,71007139,80,85,74,62,8,9,
Pi  man De,"Semicenk, Do  u ",2023,6,2,43522589,73,45,62,28,13,13,
FLOWER,JISOO,2023,3,31,232896922,84,64,39,3,11,4,https://i.scdn.co/image/ab67616d0000b273f35b8a6c03cc633f734bd8ac
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",2023,6,2,37126685,77,28,55,18,22,15,
Eyes Closed,Ed Sheeran,2023,3,23,195576623,78,39,53,30,11,6,https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796
Escapism.,"RAYE, 070 Shake",2022,10,12,532336353,54,25,74,14,9,11,https://i.scdn.co/image/ab67616d0000b27394e5237ce925531dbb38e75f
La Jumpa,"Arcangel, Bad Bunny",2022,11,30,538115192,71,58,70,30,32,19,https://i.scdn.co/image/ab67616d0000b27330326b23e30ae93d4d48165b
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2023,5,26,46142772,62,7,62,6,58,6,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",2022,12,2,401036314,72,45,59,14,20,21,
Las Morras,"BLESSD, Peso Pluma",2023,4,4,127026613,78,90,84,31,7,4,
CHORRITO PA LAS ANIMAS,Feid,2022,12,2,345031710,74,61,83,11,35,6,https://i.scdn.co/image/ab67616d0000b2737cc7b0d6a82846cd8b158f99
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2022,12,1,288101651,66,85,60,40,14,13,https://i.scdn.co/image/ab67616d0000b273cdbbe3160616f7c85e2eb2c8
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2023,5,26,60350538,66,32,40,81,11,3,
Players,Coi Leray,2022,11,30,335074782,95,62,52,3,5,16,https://i.scdn.co/image/ab67616d0000b2735626453d29a0124dea22fb1b
Bite Me,ENHYPEN,2023,5,22,76767396,80,69,78,28,11,14,https://i.scdn.co/image/ab67616d0000b2731d03b5e88cee6870778a4d27
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2023,5,26,46065667,76,61,58,6,16,3,https://i.scdn.co/image/ab67616d0000b2736234c2c6d4bb935839ac4719
Normal,Feid,2022,7,8,459276435,71,59,56,4,27,12,https://i.scdn.co/image/ab67616d0000b27373456ed697350847810e52b3
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2023,6,2,39666245,59,26,60,46,25,13,
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2023,3,1,138517666,63,75,92,31,91,5,https://i.scdn.co/image/ab67616d0000b2736ccbcc3358d31dcba6e7c035
Bad Habit,Steve Lacy,2022,6,29,822633917,69,69,51,63,38,4,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee
CUFF IT,Beyonc,2022,7,29,595900742,78,64,69,4,7,14,https://i.scdn.co/image/ab67616d0000b2730e58a0f8308c1ad403d105e7
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2023,6,5,51985779,43,14,74,1,19,8,https://i.scdn.co/image/ab67616d0000b273f19310c007c0fad365b0542e
69,"Nicky Jam, Feid",2023,5,18,57945987,79,58,62,11,11,23,https://i.scdn.co/image/ab67616d0000b273ea97d86f1fa8532cd8c75188
Ni  a Bo,"Sean Paul, Feid",2023,4,21,115010040,82,47,62,10,10,15,
Search & Rescue,Drake,2023,4,7,175097833,82,54,44,6,33,7,https://i.scdn.co/image/ab67616d0000b273cace8a4b2ff924c9e12e3a96
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyonc",2023,5,19,57089066,78,20,70,1,16,4,
Lavender Haze,Taylor Swift,2022,10,21,488386797,73,10,44,26,16,8,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",2023,6,2,32761689,92,59,51,41,26,8,
Efecto,Bad Bunny,2022,5,6,1047480053,80,23,48,14,6,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
Erro Gostoso - Ao Vivo,Simone Mendes,2023,1,27,153454328,59,63,89,18,80,9,https://i.scdn.co/image/ab67616d0000b273e32d88611ba650f8d8b72cc3
Cupido,Tini,2023,2,14,217672943,91,63,58,52,31,22,https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d
Just Wanna Rock,Lil Uzi Vert,2022,10,17,457184829,49,4,55,7,6,3,https://i.scdn.co/image/ab67616d0000b273438799bc344744c12028bb0f
Unstoppable,Sia,2016,1,21,939844851,47,27,78,11,10,8,https://i.scdn.co/image/ab67616d0000b273754b2fddebe7039fdb912837
Until I Found You,Stephen Sanchez,2021,9,1,726434358,34,25,51,69,18,4,https://i.scdn.co/image/ab67616d0000b2732bf0876d42b90a8852ad6244
Rich Flex,"Drake, 21 Savage",2022,11,4,573633020,56,42,52,5,36,24,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
Easy On Me,Adele,2021,10,14,1406111294,60,13,37,58,13,3,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7
Cart  o B,"MC Caverinha, KayBlack",2023,5,11,71573339,84,55,47,26,20,64,
Danger (Spider) (Offset & JID),"Offset, JID",2023,6,2,24975653,83,25,69,4,23,12,https://i.scdn.co/image/ab67616d0000b2736ed9aef791159496b286179f
Oi Balde - Ao Vivo,Z   Neto & Crist,2023,2,14,145458418,67,55,67,60,80,5,https://i.scdn.co/image/ab67616d0000b27339833b5940945cf013e8406c
The Real Slim Shady,Eminem,2000,1,1,1424589568,95,78,66,3,4,6,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",2022,12,16,231332117,84,96,79,43,18,11,
The Color Violet,Tory Lanez,2021,12,10,415932686,65,46,53,16,9,5,https://i.scdn.co/image/ab67616d0000b2730c5f23cbf0b1ab7e37d0dc67
Glimpse of Us,Joji,2022,6,10,988515741,44,27,32,89,14,5,https://i.scdn.co/image/ab67616d0000b27308596cc28b9f5b00bfe08ae7
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",2023,5,4,50847624,62,56,66,18,12,5,
Curtains,Ed Sheeran,2023,5,5,39893489,50,44,76,10,32,5,https://i.scdn.co/image/ab67616d0000b273a0aea3805ed6a87aa394c796
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2023,5,1,92035115,80,38,88,11,11,5,
Haegeum,Agust D,2023,4,21,118810253,70,83,84,31,47,30,https://i.scdn.co/image/ab67616d0000b273fa9247b68471b82d2125651e
Conex  es de M  fia (feat. Rich ,"Rich The Kid, Matu",2023,4,30,77233241,77,69,58,39,26,5,
MIENTRAS ME CURO DEL CORA,Karol G,2023,2,24,206399629,52,57,48,86,15,39,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
Never Felt So Alone,Labrinth,2023,4,7,117747907,44,36,41,50,38,5,https://i.scdn.co/image/ab67616d0000b2731df535f5089e544a3cc86069
X SI VOLVEMOS,"Karol G, Romeo Santos",2023,2,2,266624541,79,58,78,34,11,25,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
ceilings,Lizzy McAlpine,2022,4,8,293186992,51,27,33,48,22,3,https://i.scdn.co/image/ab67616d0000b273d370fdc4dbc47778b9b667c3
Cupid,Fifty Fifty,2023,2,24,139681964,77,94,66,65,38,3,https://i.scdn.co/image/ab67616d0000b2733013522be45e72a9b2514dd8
I AM,IVE,2023,4,10,123132751,68,38,88,1,8,5,https://i.scdn.co/image/ab67616d0000b27325ef3cec1eceefd4db2f91c8
Cupid     Twin Ver. (FIFTY FIFTY)     Spe,sped up 8282,1997,1,1,103762518,74,75,73,42,9,4,https://i.scdn.co/image/ab67616d0000b2730a0ba228b5be4ffb7c7c59fb
Shorty Party,"Cartel De Santa, La Kelly",2023,3,4,162887075,93,47,47,33,10,36,https://i.scdn.co/image/ab67616d0000b273608e249e118a39e897f149ce
Super,SEVENTEEN,2023,4,24,91221625,77,35,88,16,17,9,https://i.scdn.co/image/ab67616d0000b27380e31ba0c05187e6310ef264
Slut Me Out,NLE Choppa,2022,4,22,190490915,94,71,61,12,53,42,https://i.scdn.co/image/ab67616d0000b27349a4f6c9a637e02252a0076d
Double Fantasy (with Future),"The Weeknd, Future",2023,4,21,96180277,60,10,57,1,50,3,https://i.scdn.co/image/ab67616d0000b273c7d6fe09dfe4af1580e59705
All Of The Girls You Loved Before,Taylor Swift,2019,8,23,185240616,72,40,47,71,13,4,https://i.scdn.co/image/ab67616d0000b2738481d8f15859aa5bae75ee17
PROVENZA,Karol G,2022,4,21,885093467,87,53,52,66,11,5,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2023,4,14,104992946,90,74,68,14,10,19,
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2023,2,3,147290338,57,80,59,8,6,5,https://i.scdn.co/image/ab67616d0000b273bae22025cf282ad72b167e79
Shivers,Ed Sheeran,2021,9,9,1302184087,79,82,86,28,4,9,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2
Igualito a Mi Ap,"Fuerza Regida, Peso Pluma",2022,12,30,158950978,76,80,81,19,6,9,https://i.scdn.co/image/ab67616d0000b273cdbbe3160616f7c85e2eb2c8
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2023,4,25,76910644,76,26,70,1,41,6,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328
Komang,Raim Laode,2022,8,16,137123880,70,35,41,41,10,3,https://i.scdn.co/image/ab67616d0000b2735733fcb8f308e4bca3d3a1c9
DESPECH,ROSAL ,2022,7,28,782369383,92,78,62,18,6,10,https://i.scdn.co/image/ab67616d0000b273efc0ef9dd996312ebaf0bf52
Made You Look,Meghan Trainor,2022,10,21,502574952,84,88,53,35,8,7,https://i.scdn.co/image/ab67616d0000b2731a4f1ada93881da4ca8060ff
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",2023,2,5,207033255,69,36,90,1,15,4,
No Se Va,Grupo Frontera,2022,4,28,404887295,59,69,53,12,23,3,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae
Punto G,Quevedo,2022,11,4,381161027,75,55,76,25,10,15,https://i.scdn.co/image/ab67616d0000b27378839f40be6e333fe91e92ef
Lovers Rock,TV Girl,2014,6,5,466231982,56,57,87,0,10,4,https://i.scdn.co/image/ab67616d0000b273e1bc1af856b42dd7fdba9f84
METAMORPHOSIS,INTERWORLD,2021,11,25,357580552,59,15,64,43,12,10,https://i.scdn.co/image/ab67616d0000b273b852a616ae3a49a1f6b0f16e
Mami Chula,"Quevedo, Jhayco",2023,4,27,61105704,80,33,70,22,9,4,
En Paris,"El Chachito, Junior H",2022,12,24,198275403,70,77,48,37,12,5,https://i.scdn.co/image/ab67616d0000b27354c372ef8e7b53bb3c932ac5
Set Me Free Pt.2,Jimin,2023,3,17,168448603,59,56,82,12,12,6,https://i.scdn.co/image/ab67616d0000b2734f4ec2c2a865569bd4a067a4
I Was Never There,"The Weeknd, Gesaffelstein",2018,3,29,705469769,32,17,74,14,17,3,https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730
Don't ever say love me (feat. RM of BTS),"RM, Colde",2023,5,4,34502215,54,19,48,36,37,5,
Shut Down,BLACKPINK,2022,9,16,482175240,82,67,69,0,18,4,https://i.scdn.co/image/ab67616d0000b273002ef53878df1b4e91c15406
Gato de Noche,"Nengo Flow, Bad Bunny",2022,12,22,304118600,89,61,66,17,36,16,https://i.scdn.co/image/ab67616d0000b273ed132404686f567c8f793058
Call Out My Name,The Weeknd,2018,3,29,1449799467,45,17,60,21,33,4,https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730
Like Crazy (English Version),Jimin,2023,3,24,173627354,62,32,76,0,39,4,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
Rosa Pastel,"Jasiel Nu  ez, Peso P",2023,2,2,90025258,70,86,68,24,11,4,
Sunroof,"Nicky Youre, Dazy",2021,12,3,652704649,77,84,71,35,15,4,https://i.scdn.co/image/ab67616d0000b273ecd970d1d2623b6c7fc6080c
Lose Yourself - Soundtrack Version,Eminem,2002,1,1,1829992958,70,6,73,1,36,26,
Superman,"Eminem, Dina Rae",2002,5,26,655466831,80,64,76,2,20,6,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",2023,3,2,146409671,82,53,67,34,9,8,
People Pt.2 (feat. IU),"IU, Agust D",2023,4,7,95816024,73,44,57,39,32,6,
REMIX EXCLUSIVO,Feid,2023,3,17,117206995,65,71,56,4,15,20,https://i.scdn.co/image/ab67616d0000b2733ad20e909064bc0bc7152643
"Arc  ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2023,3,22,100409613,72,79,78,55,15,30,
DOGTOOTH,"Tyler, The Creator",2023,3,27,80758350,71,80,65,51,22,32,https://i.scdn.co/image/ab67616d0000b273aa95a399fd30fbb4f6f59fca
10:35,"Ti  sto, Tate M",2022,11,1,325592432,70,70,79,7,18,10,
SORRY NOT SORRY,"Tyler, The Creator",2023,3,31,58473276,48,50,80,40,37,20,
HAPPY,NF,2023,3,25,52722996,73,22,86,31,12,4,https://i.scdn.co/image/ab67616d0000b273ff8a4276b3be31c839557439
La Bebe,Yng Lvcas,2021,12,24,191945597,78,75,46,62,12,35,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
I Know - PR1SVX Edit,"Kanii, PR1ISVX",2023,3,24,77377503,67,11,76,8,30,7,https://i.scdn.co/image/ab67616d0000b273efae10889cd442784f3acd3d
Late Night Talking,Harry Styles,2022,5,20,743693613,71,90,73,30,11,5,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
Le ,Mar  lia Mendo,2022,12,9,267789608,74,79,87,45,30,3,https://i.scdn.co/image/ab67616d0000b2731d8ae4488ab3c5fae92a3379
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2020,3,20,1221813483,65,63,79,3,10,3,
Something in the Orange,Zach Bryan,2022,4,22,449701773,59,22,38,42,12,3,https://i.scdn.co/image/ab67616d0000b273b2b6670e3aca9bcd55fbabbb
VOID,Melanie Martinez,2023,3,29,67070410,72,42,66,18,19,4,https://i.scdn.co/image/ab67616d0000b2733c6c534cdacc9cf53e6d2977
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2023,3,14,116334601,70,76,79,26,11,7,
Midnight Rain,Taylor Swift,2022,10,21,433356509,64,18,37,72,12,7,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
If We Ever Broke Up,Mae Stephens,2023,2,10,165584767,90,96,73,62,9,4,https://i.scdn.co/image/ab67616d0000b2731fc63c898797e3dbf04ad611
You Proof,Morgan Wallen,2022,5,13,367814306,73,64,85,25,61,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
LA INOCENTE,"Feid, Mora",2022,4,1,477033549,76,46,79,31,7,6,
Malas Decisiones,Kenia OS,2022,10,26,156214700,81,64,79,5,31,3,https://i.scdn.co/image/ab67616d0000b2739afe5698b0a9559dabc44ac8
Murder In My Mind,Kordhell,2022,1,21,448843705,71,57,97,1,13,11,https://i.scdn.co/image/ab67616d0000b2731440ffaa43c53d65719e0150
Gangsta's Paradise,"Coolio, L.V.",1995,7,11,1357608774,63,40,61,9,56,6,https://i.scdn.co/image/ab67616d0000b273c31d3c870a3dbaf7b53186cc
CAIRO,"Karol G, Ovy On The Drums",2022,11,13,294352144,95,43,69,47,9,31,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
I Love You So,The Walters,2014,11,28,972164968,58,46,67,65,13,4,https://i.scdn.co/image/ab67616d0000b2739214ff0109a0e062f8a6cf0f
Dark Red,Steve Lacy,2017,2,20,920045682,60,77,78,45,12,6,https://i.scdn.co/image/ab67616d0000b2733d2dfa42f771cd458b194979
Say You Won't Let Go,James Arthur,2016,9,9,2420461338,40,45,56,69,9,5,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab
The Hills,The Weeknd,2015,5,27,1947371785,36,12,57,9,14,8,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b
Heart To Heart,Mac DeMarco,2019,5,10,244658767,90,64,14,67,11,10,https://i.scdn.co/image/ab67616d0000b273fa1323bb50728c7489980672
Peaches (from The Super Mario Bros. Movie),Jack Black,2023,4,7,68216992,71,41,31,79,10,5,
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",2022,12,15,223582566,77,72,87,17,7,5,
LOKERA,"Brray, Rauw Alejandro, Lyanno",2022,7,25,471819764,83,58,83,21,10,5,
Low,SZA,2022,12,9,272377463,70,34,55,43,16,6,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
Numb,Linkin Park,2003,3,24,1361425037,50,24,86,0,64,4,https://i.scdn.co/image/ab67616d0000b273b4ad7ebaf4575f120eb3f193
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2023,2,24,149778242,64,30,77,46,38,6,https://i.scdn.co/image/ab67616d0000b2734b0ddebba0d5b34f2a2f07a4
on the street (with J. Cole),"j-hope, J. Cole",2023,3,3,116599790,68,81,82,53,9,13,https://i.scdn.co/image/ab67616d0000b2735e8286ff63f7efce1881a02b
One Thing At A Time,Morgan Wallen,2022,12,2,148469433,61,92,91,0,26,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
Miss You,"Robin Schulz, Oliver Tree",2022,8,5,497225336,59,20,74,1,15,5,
Ain   t Tha,Morgan Wallen,2023,3,3,88791109,64,67,80,0,36,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
Thinkin    B,Morgan Wallen,2023,3,3,125917280,66,43,76,49,12,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",2023,2,23,105062254,84,44,67,8,11,6,https://i.scdn.co/image/ab67616d0000b273feeff698e6090e6b02f21ec0
Everything I Love,Morgan Wallen,2023,1,31,95623148,56,72,85,0,15,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
Heaven,Niall Horan,2023,2,17,144584800,57,68,76,7,33,3,https://i.scdn.co/image/ab67616d0000b2732a368fea49f5c489a9dc3949
LET GO,Central Cee,2022,12,15,298063749,74,51,45,86,21,38,https://i.scdn.co/image/ab67616d0000b273cbb3701743a568e7f1c4e967
Sial,Mahalini,2023,1,23,166570053,56,20,43,89,12,4,https://i.scdn.co/image/ab67616d0000b2736f713eb92ebf7ca05a562542
I Wrote The Book,Morgan Wallen,2023,1,31,83021468,68,83,81,9,8,4,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2022,11,5,139836056,59,44,56,80,6,3,
SPIT IN MY FACE!,ThxSoMch,2022,10,31,303216294,73,65,79,5,11,6,https://i.scdn.co/image/ab67616d0000b27360ddc59c8d590a37cf2348f3
PLAYA DEL INGL ,"Myke Towers, Quevedo",2022,12,15,221409663,79,66,74,8,11,5,
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2023,3,3,58890931,50,49,76,12,12,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
Red Ruby Da Sleeze,Nicki Minaj,2023,3,3,81419389,70,29,73,12,11,26,https://i.scdn.co/image/ab67616d0000b273064c51559ea4a86bd557a86f
Kahani Suno 2.0,Kaifi Khalil,2022,5,31,156777415,58,26,38,91,10,4,https://i.scdn.co/image/ab67616d0000b2734697d4ee22b3f63c17a3b9ec
Nobody Gets Me,SZA,2022,12,9,284908316,36,28,28,81,18,3,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
PERO T,"Karol G, Quevedo",2023,2,23,93438910,86,68,79,39,11,29,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
Hype Boy,NewJeans,2022,8,1,363472647,59,78,94,27,29,23,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209
Bloody Mary,Lady Gaga,2011,1,1,372476382,59,49,65,2,13,3,https://i.scdn.co/image/ab67616d0000b273a47c0e156ea3cebe37fdcab8
Monoton ,"Ozuna, Shakira",2022,10,19,380726517,87,82,70,42,21,5,
98 Braves,Morgan Wallen,2023,3,3,56533272,49,48,67,10,26,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
WANDA,Quevedo,2023,1,20,175399345,72,96,63,25,21,7,https://i.scdn.co/image/ab67616d0000b27378839f40be6e333fe91e92ef
Thought You Should Know,Morgan Wallen,2022,5,6,203221468,53,51,70,49,14,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
In The End,Linkin Park,2000,10,24,1624165576,55,40,90,1,32,6,https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a
Zona De Perigo,Leo Santana,2022,12,8,134294498,81,97,77,75,35,3,https://i.scdn.co/image/ab67616d0000b2737fc5a85369c7df7f5f63efa3
Lovezinho,Treyce,2022,7,28,70069745,82,61,59,30,12,4,
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2022,6,3,609293408,74,43,69,12,12,7,https://i.scdn.co/image/ab67616d0000b27334362676667a4322838ccc97
Neverita,Bad Bunny,2022,5,6,671365962,88,43,50,7,14,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
Vista Al Mar,Quevedo,2022,9,8,362361576,76,49,56,80,10,13,https://i.scdn.co/image/ab67616d0000b27378839f40be6e333fe91e92ef
Sem Alian  a no ,"MC Xenon, Os Gemeos da Putaria",2022,12,23,93587665,53,40,36,73,11,33,https://i.scdn.co/image/ab67616d0000b2736a5192f82feff0c189a1caec
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",2021,9,3,1223481149,72,59,76,24,42,28,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13
